# Single SKU Max Power Table
#    OFDM 6 ~ 54           | |          HT20 MCS 0 ~ 15                    | |          HT40 MCS 0 ~ 15                    | |    VHT80 MCS 0 ~ 9        |
ch36 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14 
ch38 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14 
ch40 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch42 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 13 13 13 13 13 13 13 13 13 13
ch44 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch46 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14 
ch48 18 18 18 18 17 17 15 15 17 17 17 17 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch52 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch54 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch56 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch58 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch60 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch62 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch64 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14 
ch100 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch102 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch104 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch106 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch108 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch110 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch112 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch116 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch118 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch120 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch122 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch124 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch126 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch128 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch132 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch134 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch136 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch140 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14 
ch149 17 17 17 17 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch151 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch153 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch155 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14 
ch157 16 16 16 16 16 16 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch159 18 18 18 18 17 17 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch161 15 15 15 15 15 15 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch165 16 16 16 16 16 16 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch169 18 18 18 18 17 17 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14
ch173 18 18 18 18 17 17 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 14 14 

# End of Single SKU Table
