# Single SKU Max Power Table
#    OFDM 6 ~ 54           | |          HT20 MCS 0 ~ 15                    | |          HT40 MCS 0 ~ 15                    | |    VHT80 MCS 0 ~ 9        |
ch36 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 
ch38 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 
ch40 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch42 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch44 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch46 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 
ch48 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch52 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch54 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch56 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch58 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch60 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch62 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch64 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 
ch100 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch102 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch104 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch106 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch108 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch110 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch112 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch116 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch118 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch120 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch122 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch124 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch126 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch128 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch132 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch134 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch136 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch140 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch149 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch151 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch153 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch155 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 
ch157 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch159 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch161 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
ch165 18 18 18 18 17 17 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15 15 15 15 15 15 15 18 18 18 18 17 17 15 15 15 15
