# Single SKU Max Power Table
#    OFDM 6 ~ 54           | |          HT20 MCS 0 ~ 15                    | |          HT40 MCS 0 ~ 15                    | |    VHT80 MCS 0 ~ 9        |
ch36 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12  
ch38 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12 
ch40 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12
ch42 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12
ch44 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12
ch46 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12 
ch48 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12
ch52 16 16 16 16 16 16 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12
ch54 16 16 16 16 16 16 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12
ch56 16 16 16 16 16 16 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 12 12 12 12 12 12 12 12 12 12
